year,home_team,home_points,away_team,away_points
2022,South Dakota Mines,28,Chadron St,7
2022,Colorado School Of Mines,80,Fort Lewis,0
2022,New Mexico State,51,Lamar,14
2022,East Texas Baptist University,43,North American University,6
2022,Austin,20,Howard Payne,23
2022,Sul Ross State,44,Southwestern University,41
2022,Wisconsin-Lacrosse,31,Wisconsin-Platteville,10
2022,Emporia State University,21,Northwest Missouri St,27
2022,Rhodes College,20,Birmingham-Southern,3
2022,Anna Maria College,27,Castleton,26
2022,Missouri Western,41,Lincoln (MO),0
2022,Wheaton,54,North Park,14
2022,North Central College,63,Augustana (IL),3
2022,Carthage,6,Millikin,17
2022,Texas Lutheran,16,Hardin-Simmons,45
2022,Black Hills State,0,CSU Pueblo,38
2022,Benedictine University,49,Wisconsin-Lutheran,35
2022,Ohio Northern,21,Wilmington (OH),13
2022,Southern Utah,55,Lincoln (CA),0
2022,Houston Christian,10,McNeese,21
2022,Missouri Southern State,20,Washburn,37
2022,Alabama State,14,Florida A&M,21
2022,Mercer,13,Furman,23
2022,Alcorn State,17,Bethune-Cookman,14
2022,Arkansas-Pine Bluff,24,Prairie View A&M,55
2022,Arkansas-Monticello,7,Southern Arkansas,20
2022,Harding University,55,Arkansas Tech,10
2022,Eastern Illinois,7,Southeast Missouri State,31
2022,Central Oklahoma,13,Central Missouri,10
2022,University of Mary,14,Bemidji State,51
2022,Southern,27,Mississippi Valley State,7
2022,Northeastern State,0,Nebraska-Kearney,42
2022,Pittsburg St,35,Fort Hays State,14
2022,South Dakota State,31,Illinois State,7
2022,Missouri State,25,Youngstown State,22
2022,Western Colorado,52,Adams State,10
2022,Mississippi College,21,West Florida,56
2022,Delta State,17,West Alabama,7
2022,Valdosta State,30,Shorter,28
2022,Colorado Mesa,56,New Mexico Highlands,36
2022,Utah Tech,34,Tarleton State,28
2022,Henderson State,37,Ouachita Baptist,40
2022,East Central (OK),31,Southeastern Oklahoma State,10
2022,Houston,43,Temple,36
2022,Montana,63,Eastern Washington,7
2022,Arkansas State,35,Massachusetts,33
2022,Weber State,45,Idaho State,7
2022,Indiana-Pennsylvania,24,Bloomsburg,21
2022,Clemson,31,Louisville,16
2022,Tulane,31,UCF,38
2022,Oklahoma State,20,Iowa State,14
2022,Troy,10,Army,9
2022,Iowa,24,Wisconsin,10
2022,Minnesota,31,Northwestern,3
2022,Georgia Tech,14,Miami,35
2022,Marshall,28,App State,21
2022,Middle Tennessee,24,Charlotte,14
2022,NC State,20,Boston College,21
2022,Penn State,30,Maryland,0
2022,Michigan,34,Nebraska,3
2022,Whitworth,14,NEWBERG,28
2022,Ole Miss,24,Alabama,30
2022,Washington State,28,Arizona State,18
2022,UAB,41,North Texas,21
2022,UTSA,51,Louisiana Tech,7
2022,Air Force,35,New Mexico,3
2022,Redlands,58,Whittier,14
2022,Pacific Lutheran,7,Pacific (OR),18
2022,Pomona Pitzer,28,Claremont-Mudd-Scripps College,14
2022,Lewis & Clark College,7,Linfield College,70
2022,Willamette,20,Puget Sound,26
2022,Eastern New Mexico,24,Western New Mexico,38
2022,Southwestern Oklahoma State,41,Northwestern Oklahoma State,28
2022,Florida,38,South Carolina,6
2022,Nicholls,12,East Texas A&M,10
2022,Central Washington,49,UT Permian Basin,14
2022,UNC Pembroke,56,Concord University,58
2022,La Verne,14,Chapman,42
2022,Tennessee State,3,UT Martin,20
2022,SE Louisiana,23,Northwestern State,7
2022,Jackson State,27,Alabama A&M,13
2022,South Alabama,38,Texas State,21
2022,Stephen F. Austin,7,Central Arkansas,34
2022,San Diego,31,Davidson,14
2022,North Alabama,27,Tennessee Tech,35
2022,Salisbury,36,Christopher Newport,33
2022,Bowdoin,21,Colby College,14
2022,Edward Waters,38,Allen,12
2022,Mississippi State,19,Georgia,45
2022,Florida International,7,Florida Atlantic,52
2022,Oregon,34,Washington,37
2022,Baylor,3,Kansas State,31
2022,Texas Southern,41,Grambling,7
2022,Case Western Reserve,7,Carnegie Mellon,20
2022,Oklahoma Baptist,21,Southern Nazarene,56
2022,Texas Tech,43,Kansas,28
2022,Colorado State,13,Wyoming,14
2022,Idaho,26,UC Davis,44
2022,Wake Forest,34,North Carolina,36
2022,Auburn,13,Texas A&M,10
2022,Coastal Carolina,26,Southern Miss,23
2022,Texas,10,TCU,17
2022,Texas A&M-Kingsville,37,Western Oregon,48
2022,Syracuse,3,Florida State,38
2022,Cal Poly,28,Montana State,72
2022,Simon Fraser,46,West Texas A&M,14
2022,Oregon State,38,California,10
2022,Utah,42,Stanford,7
2022,Nevada,3,Boise State,41
2022,San Diego State,43,San José State,27
2022,UCLA,28,Arizona,34
2022,Hawai'i,34,Utah State,41
2022,Toledo,35,Bowling Green,42
2022,Ball State,18,Ohio,32
2022,Kent State,24,Eastern Michigan,31
2022,Northern Illinois,23,Miami (OH),29
2022,Central Michigan,10,Western Michigan,12
2022,Nicholls,17,SE Louisiana,40
2022,Tulane,59,SMU,24
2022,Tulsa,48,South Florida,42
2022,New Mexico,10,San Diego State,34
2022,UCF,14,Navy,17
2022,Delaware Valley,59,Gallaudet,0
2022,Pittsburgh,28,Duke,26
2022,Michigan State,31,Indiana,39
2022,Michigan,19,Illinois,17
2022,Purdue,17,Northwestern,9
2022,Liberty,22,Virginia Tech,23
2022,Army,34,UConn,17
2022,Monmouth,24,Stony Brook,21
2022,Shepherd,16,New Haven,13
2022,Assumption,14,Slippery Rock,17
2022,Florida State,49,Louisiana,17
2022,Duquesne,33,Wagner,0
2022,Ithaca College,63,UMass Dartmouth,20
2022,Maine,41,New Hampshire,42
2022,Merrimack,23,St. Francis (PA),52
2022,Youngstown State,28,Southern Illinois,21
2022,Sacred Heart,34,Long Island University,37
2022,Illinois State,20,Western Illinois,13
2022,Richmond,26,William & Mary,37
2022,Morehead State,9,San Diego,14
2022,Furman,63,Wofford,28
2022,Mississippi State,56,East Tennessee State,7
2022,Alabama,34,Austin Peay,0
2022,Alma,41,Mount St. Joseph,21
2022,Butler,13,St. Thomas (MN),27
2022,Susquehanna,10,Utica,17
2022,Randolph-Macon,35,Cortland,28
2022,Endicott College,14,Springfield,17
2022,Vanderbilt,31,Florida,24
2022,VMI,22,The Citadel,26
2022,Baylor,28,TCU,29
2022,Carnegie Mellon,45,Depauw,14
2022,Robert Morris,6,Bryant,35
2022,Gardner-Webb,38,North Carolina A&T,17
2022,University of Mount Union,51,Salisbury,0
2022,Morgan State,6,Howard,35
2022,Harvard,14,Yale,19
2022,Texas A&M,20,Massachusetts,3
2022,Nebraska,14,Wisconsin,15
2022,Georgetown,10,Holy Cross,47
2022,Lafayette,14,Lehigh,11
2022,West Florida,45,Limestone,19
2022,Davidson,24,Dayton,23
2022,Princeton,19,Pennsylvania,20
2022,Sam Houston,7,Southern Utah,17
2022,Rhode Island,35,UAlbany,21
2022,Indiana State,7,Missouri State,24
2022,Villanova,29,Delaware,26
2022,Towson,27,Hampton,7
2022,Samford,50,Mercer,44
2022,Rice,7,UTSA,41
2022,Wisconsin-Whitewater,28,Aurora,33
2022,Saint John's (MN),49,Northwestern (MN),0
2022,Virginia Union,7,Wingate,32
2022,Ashland,20,Notre Dame College,13
2022,North Central College,50,Lake Forest College,0
2022,Trinity University TX,14,Hardin-Simmons,7
2022,Mary Hardin-Baylor,54,Huntingdon College (AL),0
2022,Minnesota State Mankato,26,Wayne State (NE),9
2022,Stetson,42,Presbyterian,21
2022,Wheaton,32,Bethel (MN),34
2022,Ferris State,41,Davenport,7
2022,Wartburg,14,Wisconsin-Lacrosse,6
2022,Fordham,52,Colgate,38
2022,Stonehill,14,Central Connecticut,39
2022,Valparaiso,0,Drake,24
2022,Bucknell,24,Marist,13
2022,Western Carolina,32,Chattanooga,29
2022,Columbia,45,Cornell,22
2022,South Carolina State,38,Norfolk State,42
2022,Dartmouth,30,Brown,7
2022,Montana State,55,Montana,21
2022,East Carolina,3,Houston,42
2022,Arizona,20,Washington State,31
2022,James Madison,42,Georgia State,40
2022,Memphis,59,North Alabama,0
2022,Northwestern State,7,Incarnate Word,66
2022,Mississippi Valley State,27,Prairie View A&M,7
2022,Alabama A&M,24,Texas Southern,20
2022,West Virginia,31,Kansas State,48
2022,Ouachita Baptist,17,Northwest Missouri St,47
2022,Pittsburg St,35,Indianapolis,0
2022,Delta State,51,Fayetteville State,0
2022,Bemidji State,31,Winona State,7
2022,Colorado School Of Mines,45,CSU Pueblo,24
2022,Southeast Missouri State,52,Murray State,22
2022,Delaware State,7,Campbell,34
2022,South Dakota,14,Northern Iowa,58
2022,Arizona State,7,Oregon State,31
2022,Notre Dame,44,Boston College,0
2022,Florida A&M,41,Bethune-Cookman,20
2022,Tennessee Tech,20,North Carolina Central,22
2022,App State,27,Old Dominion,14
2022,UT Martin,34,Eastern Illinois,31
2022,Eastern Kentucky,45,Kennesaw State,38
2022,Linfield College,51,Pomona Pitzer,24
2022,Idaho State,7,Idaho,38
2022,Alcorn State,13,Jackson State,24
2022,Tarleton State,49,Houston Christian,7
2022,East Texas A&M,14,Tennessee State,22
2022,Northern Arizona,31,Weber State,33
2022,Kentucky,6,Georgia,16
2022,Southern Miss,20,South Alabama,27
2022,North Dakota State,42,North Dakota,21
2022,Maryland,30,Ohio State,43
2022,Clemson,40,Miami,10
2022,Rutgers,10,Penn State,55
2022,Middle Tennessee,49,Florida Atlantic,21
2022,BYU,52,Utah Tech,26
2022,Charlotte,26,Louisiana Tech,21
2022,Troy,34,UL Monroe,16
2022,Abilene Christian,21,Stephen F. Austin,24
2022,Kansas,14,Texas,55
2022,Louisville,25,NC State,10
2022,Minnesota,10,Iowa,13
2022,UTEP,40,Florida International,6
2022,Auburn,41,Western Kentucky,17
2022,Temple,3,Cincinnati,23
2022,Eastern Washington,45,Northern Colorado,21
2022,Central Arkansas,17,Jacksonville State,40
2022,Sacramento State,27,UC Davis,21
2022,Texas State,16,Arkansas State,13
2022,North Carolina,17,Georgia Tech,21
2022,California,27,Stanford,20
2022,Georgia Southern,10,Marshall,23
2022,Iowa State,10,Texas Tech,14
2022,Wyoming,17,Boise State,20
2022,South Carolina,63,Tennessee,38
2022,Missouri,45,New Mexico State,14
2022,Oklahoma,28,Oklahoma State,13
2022,Arkansas,42,Ole Miss,27
2022,Wake Forest,45,Syracuse,35
2022,UCLA,45,USC,48
2022,Cal Poly,49,Portland State,42
2022,McNeese,24,Lamar,20
2022,Air Force,24,Colorado State,12
2022,LSU,41,UAB,10
2022,Washington,54,Colorado,7
2022,Utah State,35,San José State,31
2022,Nevada,14,Fresno State,41
2022,Oregon,20,Utah,17
2022,Hawai'i,31,UNLV,25
2022,Miami (OH),18,Ball State,17
2022,Ohio,38,Bowling Green,14
2022,Alabama State,14,Arkansas-Pine Bluff,19
2022,Ole Miss,22,Mississippi State,24
2022,Western Michigan,20,Toledo,14
2022,Eastern Michigan,38,Central Michigan,19
2022,Cincinnati,24,Tulane,27
2022,Texas,38,Baylor,27
2022,Boise State,42,Utah State,23
2022,Arizona,38,Arizona State,35
2022,Missouri,29,Arkansas,27
2022,North Carolina,27,NC State,30
2022,Colorado State,17,New Mexico,0
2022,Iowa,17,Nebraska,24
2022,California,28,UCLA,35
2022,Florida State,45,Florida,38
2022,Fresno State,30,Wyoming,0
2022,Ohio State,23,Michigan,45
2022,Clemson,30,South Carolina,31
2022,Delaware Valley,39,Randolph-Macon,32
2022,Ithaca College,31,Springfield,20
2022,Saint John's (MN),20,Wartburg,23
2022,Alma,26,Aurora,48
2022,Shepherd,37,Slippery Rock,27
2022,University of Mount Union,45,Utica,7
2022,Furman,31,Elon,6
2022,Florida Atlantic,31,Western Kentucky,32
2022,Marshall,28,Georgia State,23
2022,South Alabama,27,Old Dominion,20
2022,James Madison,47,Coastal Carolina,7
2022,Maryland,37,Rutgers,0
2022,Liberty,14,New Mexico State,49
2022,Massachusetts,7,Army,44
2022,Oklahoma State,19,West Virginia,24
2022,Georgia,37,Georgia Tech,14
2022,Grand Valley State University,13,Northwest Missouri St,8
2022,Temple,46,East Carolina,49
2022,Indiana-Pennsylvania,19,Ashland,13
2022,Buffalo,27,Kent State,30
2022,Ferris State,17,Pittsburg St,14
2022,North Central College,28,Carnegie Mellon,7
2022,Trinity University TX,17,Mary Hardin-Baylor,24
2022,Benedict College,6,Wingate,23
2022,Northern Illinois,12,Akron,44
2022,Angelo State,33,Bemidji State,7
2022,Richmond,41,Davidson,0
2022,Delaware,56,St. Francis (PA),17
2022,Southern,34,Grambling,17
2022,North Texas,21,Rice,17
2022,Colorado School Of Mines,48,Minnesota State Mankato,45
2022,New Hampshire,52,Fordham,42
2022,Delta State,27,West Florida,38
2022,Kentucky,26,Louisville,13
2022,Linfield College,13,Bethel (MN),30
2022,UTSA,34,UTEP,31
2022,Wisconsin,16,Minnesota,23
2022,Northwestern,3,Illinois,41
2022,Arkansas State,19,Troy,48
2022,SMU,34,Memphis,31
2022,San José State,27,Hawai'i,14
2022,Duke,34,Wake Forest,31
2022,Oregon State,38,Oregon,34
2022,Alabama,49,Auburn,27
2022,Louisiana Tech,27,UAB,37
2022,Indiana,16,Purdue,30
2022,Weber State,38,North Dakota,31
2022,TCU,62,Iowa State,14
2022,Colorado,21,Utah,63
2022,Penn State,35,Michigan State,16
2022,Eastern Kentucky,41,Gardner-Webb,52
2022,UL Monroe,10,Southern Miss,20
2022,Texas State,13,Louisiana,41
2022,Georgia Southern,51,App State,48
2022,UNLV,27,Nevada,22
2022,Florida International,28,Middle Tennessee,33
2022,Texas A&M,38,LSU,23
2022,SE Louisiana,45,Idaho,42
2022,South Florida,39,UCF,46
2022,Houston,30,Tulsa,37
2022,Texas Tech,51,Oklahoma,48
2022,Vanderbilt,0,Tennessee,56
2022,Boston College,23,Syracuse,32
2022,USC,38,Notre Dame,27
2022,Miami,16,Pittsburgh,42
2022,Kansas State,47,Kansas,27
2022,San Diego State,3,Air Force,13
2022,Montana,34,Southeast Missouri State,24
2022,Washington State,33,Washington,51
2022,Stanford,26,BYU,35
2022,Buffalo,23,Akron,22
2022,UTSA,48,North Texas,27
2022,USC,24,Utah,47
2022,TCU,28,Kansas State,31
2022,Ohio,7,Toledo,17
2022,University of Mount Union,22,Delaware Valley,6
2022,Holy Cross,35,New Hampshire,19
2022,Grand Valley State University,21,Ferris State,24
2022,Indiana-Pennsylvania,13,Shepherd,48
2022,North Central College,48,Ithaca College,7
2022,Wartburg,45,Aurora,17
2022,Mary Hardin-Baylor,41,Bethel (MN),28
2022,West Florida,45,Wingate,14
2022,Incarnate Word,41,Furman,38
2022,Angelo State,24,Colorado School Of Mines,42
2022,William & Mary,54,Gardner-Webb,14
2022,Montana State,33,Weber State,25
2022,Samford,48,SE Louisiana,42
2022,South Dakota State,42,Delaware,6
2022,New Mexico State,65,Valparaiso,3
2022,Troy,45,Coastal Carolina,26
2022,North Dakota State,49,Montana,26
2022,Jackson State,43,Southern,24
2022,Georgia,50,LSU,30
2022,Boise State,16,Fresno State,28
2022,Tulane,45,UCF,28
2022,Sacramento State,38,Richmond,31
2022,North Carolina,10,Clemson,39
2022,Michigan,43,Purdue,22
2022,North Dakota State,24,Samford,3
2022,Montana State,55,William & Mary,0
2022,Sacramento State,63,Incarnate Word,66
2022,University of Mount Union,34,Wartburg,31
2022,South Dakota State,41,Holy Cross,21
2022,Ferris State,38,West Florida,17
2022,Army,20,Navy,17
2022,Colorado School Of Mines,44,Shepherd,13
2022,North Central College,49,Mary Hardin-Baylor,14
2022,UAB,24,Miami (OH),20
2022,Troy,18,UTSA,12
2022,North Central College,28,University of Mount Union,21
2022,North Dakota State,35,Incarnate Word,32
2022,Louisville,24,Cincinnati,7
2022,North Carolina Central,41,Jackson State,34
2022,Ferris State,34,Colorado School Of Mines,14
2022,Oregon State,30,Florida,3
2022,Fresno State,29,Washington State,6
2022,South Dakota State,39,Montana State,18
2022,Southern Miss,38,Rice,24
2022,BYU,24,SMU,23
2022,Boise State,35,North Texas,32
2022,UConn,14,Marshall,28
2022,San José State,27,Eastern Michigan,41
2022,Toledo,21,Liberty,19
2022,South Alabama,23,Western Kentucky,44
2022,Air Force,30,Baylor,15
2022,Houston,23,Louisiana,16
2022,Missouri,17,Wake Forest,27
2022,San Diego State,23,Middle Tennessee,25
2022,Bowling Green,19,New Mexico State,24
2022,Buffalo,23,Georgia Southern,21
2022,Utah State,10,Memphis,38
2022,East Carolina,53,Coastal Carolina,29
2022,Oklahoma State,17,Wisconsin,24
2022,Duke,30,UCF,13
2022,Arkansas,55,Kansas,53
2022,North Carolina,27,Oregon,28
2022,Ole Miss,25,Texas Tech,42
2022,Minnesota,28,Syracuse,20
2022,Florida State,35,Oklahoma,32
2022,Washington,27,Texas,20
2022,NC State,12,Maryland,16
2022,UCLA,35,Pittsburgh,37
2022,South Carolina,38,Notre Dame,45
2022,Wyoming,27,Ohio,30
2022,Clemson,14,Tennessee,31
2022,Kansas State,20,Alabama,45
2022,Kentucky,0,Iowa,21
2022,Michigan,45,TCU,51
2022,Georgia,42,Ohio State,41
2022,Illinois,10,Mississippi State,19
2022,USC,45,Tulane,46
2022,Purdue,7,LSU,63
2022,Utah,21,Penn State,35
2022,South Dakota State,45,North Dakota State,21
2022,Georgia,65,TCU,7
2023,Notre Dame,42,Navy,3
2023,Mercer,17,North Alabama,7
2023,Jacksonville State,17,UTEP,14
2023,San Diego State,20,Ohio,13
2023,New Mexico State,30,Massachusetts,41
2023,UAlbany,34,Fordham,13
2023,Jackson State,37,South Carolina State,7
2023,Vanderbilt,35,Hawai'i,28
2023,USC,56,San José State,28
2023,Louisiana Tech,22,Florida International,17
2023,New Haven,24,Frostburg State,27
2023,East Texas A&M,10,UC Davis,48
2023,Lamar,17,Idaho,42
2023,Hiram College,14,Heidelberg,68
2023,Morehead State,37,West Virginia State,35
2023,Kennesaw State,38,Greeneville,7
2023,Northwood (MI),9,Glenville State,44
2023,Rowan,17,Stevenson,20
2023,Saginaw Valley State,34,Winona State,24
2023,UNC Pembroke,19,Fayetteville State,17
2023,Charleston Southern,13,North Greenville,10
2023,Alderson-Broaddus,0,PennWest California,0
2023,Wilson,41,Chowan,0
2023,Wingate,30,Albany State GA,7
2023,Keiser University,14,Mississippi College,17
2023,Sioux Falls,26,Minnesota State Mankato,54
2023,Furman,45,Tennessee Tech,10
2023,Indiana State,0,Eastern Illinois,27
2023,Wayne State (NE),31,Minnesota State Moorhead,23
2023,Lincoln (PA),20,Clarion,30
2023,Stony Brook,13,Delaware,37
2023,Kentucky State,34,Clark Atlanta,20
2023,Minot State,23,Southwest Minnesota State,28
2023,McMurry,19,Birmingham-Southern,20
2023,Samford,69,Shorter,14
2023,Northwestern Oklahoma State,24,Arkansas-Monticello,49
2023,Fairmont State,34,Bloomsburg,30
2023,Southwestern Oklahoma State,14,Ouachita Baptist,38
2023,Lakeland,13,Wisconsin-Platteville,80
2023,Southern Arkansas,34,Southeastern Oklahoma State,19
2023,Indiana-Pennsylvania,24,Ashland,17
2023,Walsh,24,West Liberty,21
2023,West Alabama,14,Angelo State,38
2023,Western Michigan,35,St. Francis (PA),17
2023,West Georgia,21,Limestone,19
2023,Northeastern State,0,Fort Hays State,56
2023,Quincy,34,Chadron St,35
2023,Wheeling,35,Seton Hill,24
2023,Millersville,33,St. Anselm,7
2023,Louisiana College,34,East Texas Baptist University,14
2023,Bemidji State,49,Northern State,13
2023,University Of Charleston (WV),22,Gannon,13
2023,Carson-Newman College,35,Virginia University Of Lynchburg,3
2023,Southern Nazarene,20,Harding University,53
2023,Belhaven,47,Millsaps,7
2023,Missouri S&T,20,Delta State,48
2023,Campbell,24,William & Mary,34
2023,Minnesota Duluth,47,Northern Michigan,10
2023,Wake Forest,37,Elon,17
2023,UCF,56,Kent State,6
2023,Buffalo State,6,Brockport,42
2023,Georgia State,42,Rhode Island,35
2023,East Stroudsburg University,62,Pace,9
2023,UConn,14,NC State,24
2023,Ferris State,54,Mercyhurst,12
2023,Concordia University St Paul,43,Upper Iowa University,20
2023,Youngstown State,52,Valparaiso,10
2023,UAB,35,North Carolina A&T,6
2023,Dakota State University,6,Wisconsin-Lacrosse,31
2023,Emporia State University,56,Lincoln (MO),10
2023,Pittsburg St,34,Washburn,7
2023,Missouri Southern State,24,Northwest Missouri St,31
2023,Central Oklahoma,24,Nebraska-Kearney,21
2023,Missouri Western,38,Central Missouri,45
2023,Lindenwood,77,Wisconsin-Stevens Pt,9
2023,Oklahoma Baptist,23,Arkansas Tech,21
2023,Tulsa,42,Arkansas-Pine Bluff,7
2023,Eastern New Mexico,28,New Mexico Highlands,26
2023,Colorado School Of Mines,31,Grand Valley State University,28
2023,Beloit,34,Rockford,27
2023,Missouri,35,South Dakota,10
2023,Abilene Christian,31,Northern Colorado,11
2023,Weber State,35,Central Washington,10
2023,Utah,24,Florida,11
2023,South Dakota State,45,Western Oregon,7
2023,Minnesota,13,Nebraska,10
2023,Henderson State,41,East Central (OK),13
2023,Arizona State,24,Southern Utah,21
2023,Nichols College,6,UMass Dartmouth,57
2023,West Florida,35,Kentucky Wesleyan,3
2023,Eastern Michigan,33,Howard,23
2023,Miami,38,Miami (OH),3
2023,Worcester Polytechnic Institute,44,Worcester St,13
2023,Catholic,34,McDaniel College,7
2023,Lebanon Valley,12,Franklin & Marshall,16
2023,Michigan State,31,Central Michigan,7
2023,Curry College,0,Salve Regina,48
2023,Alfred University,9,Hobart College,31
2023,Muhlenberg,53,Moravian,12
2023,Ursinus,38,Reading,6
2023,Georgia Tech,34,Louisville,39
2023,Hardin-Simmons,47,Albright,3
2023,South Dakota Mines,31,Valley City State,14
2023,Kansas,48,Missouri State,17
2023,Hawai'i,24,Stanford,37
2023,Westminster College (MO),0,Rhodes College,47
2023,Guilford College,36,Greensboro College,21
2023,Holy Cross,42,Merrimack,20
2023,Lehigh,10,Villanova,38
2023,Cal Poly,27,San Diego,10
2023,Lake Erie,10,Franklin Pierce,26
2023,Capital,35,Denison University,45
2023,VMI,12,Davidson,7
2023,Montana State,63,Utah Tech,20
2023,St. Thomas (MN),36,Black Hills State,26
2023,Texas Southern,34,Prairie View A&M,37
2023,North Carolina Central,47,Winston-Salem,21
2023,Central Connecticut,44,American International,0
2023,Duquesne,49,Edinboro University,7
2023,Mississippi Valley State,21,Central State (OH),24
2023,Findlay,10,Truman State,20
2023,UT Permian Basin,96,Texas College,0
2023,Western Colorado,28,West Texas A&M,6
2023,LYONCOLL,18,Grinnell,12
2023,Marietta,31,St John Fisher University,7
2023,Nicholls,24,Sacramento State,38
2023,Concord University,10,Emory & Henry College,56
2023,Notre Dame College,23,Ohio Dominican,21
2023,University of Rochester (NY),17,Utica,20
2023,Endicott College,31,St. Lawrence,0
2023,North Carolina Wesleyan,9,Randolph-Macon,51
2023,Bentley,19,West Chester,20
2023,Shepherd,27,Southern Connecticut State,26
2023,Hilbert College,0,Union (NY),65
2023,MIT,41,Bridgewater State,27
2023,Johns Hopkins University,27,Ithaca College,17
2023,Western Connecticut St,35,Merchant Marine Academy,52
2023,Shippensburg,10,Newberry,14
2023,Davenport,31,Thomas More College,17
2023,Kean,14,SUNY Morrisville,24
2023,Tennessee,49,Virginia,13
2023,Wilkes,23,Kings College (PA),27
2023,Otterbein,21,Ohio Wesleyan,35
2023,Dean College,33,Fitchburg State,17
2023,Kalamazoo,42,Oberlin,10
2023,Tiffin,79,McKendree,14
2023,Assumption,31,Kutztown University,20
2023,Iowa,24,Utah State,14
2023,Kentucky,44,Ball State,14
2023,Liberty,34,Bowling Green,24
2023,Michigan,30,East Carolina,3
2023,Purdue,35,Fresno State,39
2023,SMU,38,Louisiana Tech,14
2023,Boston College,24,Northern Illinois,27
2023,Alma,52,Ohio Northern,7
2023,Cortland,42,Delaware Valley,13
2023,Keystone,27,Gallaudet,6
2023,College Of New Jersey,41,Eastern University,21
2023,Oklahoma,73,Arkansas State,0
2023,TCU,42,Colorado,45
2023,Georgetown,49,Marist,7
2023,Waynesburg,36,Allegheny,39
2023,Bridgewater (VA),19,Susquehanna,51
2023,Brevard College,23,Warner University,29
2023,Shenandoah,44,Methodist,29
2023,Washington and Lee,7,Salisbury,28
2023,Grove City College,17,Westminster (PA),7
2023,Misericordia,14,Alfred State,24
2023,Widener,42,Lycoming,21
2023,Saint John's (MN),34,Trinity University TX,31
2023,Illinois State,41,Dayton,0
2023,Hampden-Sydney,28,Wabash College,29
2023,Castleton,25,Plymouth State,21
2023,Gettysburg,40,Juniata College,20
2023,Apprentice School,14,Averett,34
2023,Sewanee,8,Maryville College (TN),28
2023,Air Force,42,Robert Morris,7
2023,Wilmington (OH),63,Wooster,43
2023,Muskingum University,31,Ferrum,20
2023,Delaware State,11,Bowie State,22
2023,Saint Vincent,0,Washington & Jefferson,51
2023,Western New England,14,Springfield,28
2023,West Virginia Wesleyan,6,Johnson C Smith,49
2023,Stonehill,17,New Hampshire,51
2023,Baldwin Wallace,33,Mount St. Joseph,46
2023,Elizabeth City State,23,Catawba,31
2023,Husson,28,Norwich,14
2023,Biddeford,44,Coast Guard,28
2023,William Paterson,29,FDU-Florham,33
2023,Dickinson (PA),27,Rensselaer,38
2023,Defiance College,6,University of Mount Union,45
2023,Franklin,32,Olivet College,35
2023,Centre College Kentucky,7,Hanover College,10
2023,Roosevelt,7,North Central College,41
2023,Temple,24,Akron,21
2023,Iowa State,30,Northern Iowa,9
2023,Jacksonville State,49,East Tennessee State,3
2023,Ohio,27,Long Island University,10
2023,Ole Miss,73,Mercer,7
2023,Dubuque,27,Wittenberg,28
2023,Aurora,38,Hope College,17
2023,Wisconsin-Eau Claire,31,Concordia Moorhead,28
2023,Hamline University,45,Crown College,13
2023,St. Norbert,23,Ripon,7
2023,Chicago,15,Claremont-Mudd-Scripps College,24
2023,John Carroll University,23,Wisconsin-Whitewater,27
2023,St Ambrose University  Iowa,7,Wisconsin-Stout,35
2023,Concordia-Wisconsin,55,Martin Luther,14
2023,Norfolk State,24,Virginia St,33
2023,William Jewell,42,Fort Lewis,6
2023,Concordia University Chicago,14,Greenville,41
2023,Augustana University (SD),38,University of Mary,7
2023,Gustavus Adolphus,51,Buena Vista,7
2023,Augsburg,52,Northwestern (MN),10
2023,Hendrix College,27,Washington University (St. Louis),44
2023,Carthage,20,Albion,41
2023,Wisconsin-River Falls,45,Mary Hardin-Baylor,22
2023,Elmhurst,14,Adrian,3
2023,Montana,35,Butler,20
2023,Austin,7,Nebraska Wesleyan,19
2023,Cornell College (IA),6,Coe College,56
2023,St. Olaf,24,Central College,34
2023,Wisconsin-Oshkosh,48,Texas Lutheran,31
2023,Colorado Mesa,10,Texas A&M-Kingsville,30
2023,Lane College,24,Miles College,37
2023,Hampton,35,Grambling,31
2023,Oregon,81,Portland State,7
2023,Notre Dame,56,Tennessee State,3
2023,North Dakota State,35,Eastern Washington,10
2023,Western Kentucky,41,South Florida,24
2023,Maryland,38,Towson,6
2023,Auburn,59,Massachusetts,14
2023,Wisconsin,38,Buffalo,17
2023,App State,45,Gardner-Webb,24
2023,Washington,56,Boise State,19
2023,Indiana,3,Ohio State,23
2023,Texas,37,Rice,10
2023,Cincinnati,66,Eastern Kentucky,13
2023,Pittsburgh,45,Wofford,7
2023,Pacific Lutheran,14,Redlands,24
2023,Arkansas,56,Western Carolina,13
2023,North Dakota,55,Drake,7
2023,UNLV,44,Bryant,14
2023,Mississippi State,48,SE Louisiana,7
2023,La Verne,21,Willamette,24
2023,California Lutheran University,41,Southwestern University,35
2023,Syracuse,65,Colgate,0
2023,Puget Sound,42,Lewis & Clark College,38
2023,North Texas,21,California,58
2023,SUNY Maritime,34,Hartwick,11
2023,Christopher Newport,45,Southern Virginia,0
2023,Benedict College,52,Shaw,0
2023,James Madison,38,Bucknell,3
2023,Lock Haven University,58,Post University,7
2023,Indianapolis,39,Hillsdale,20
2023,Slippery Rock,28,Wayne State (MI),17
