team,year,win,points_scored,points_allowed,games_played,win_pct,point_diff
Ferrum,2020,2,111,132,5,0.4,-21
Ferrum,2022,1,162,333,10,0.1,-171
Ferrum,2023,3,166,303,10,0.3,-137
Findlay,2020,4,203,81,6,0.6666666666666666,122
Findlay,2021,8,370,304,12,0.6666666666666666,66
Findlay,2022,7,311,253,11,0.6363636363636364,58
Findlay,2023,7,310,199,11,0.6363636363636364,111
Finlandia University,2022,0,72,418,10,0.0,-346
Fitchburg State,2022,1,84,481,10,0.1,-397
Fitchburg State,2023,0,85,382,10,0.0,-297
Florida,2015,10,325,256,14,0.7142857142857143,69
Florida,2016,9,311,218,13,0.6923076923076923,93
Florida,2017,4,243,300,11,0.36363636363636365,-57
Florida,2018,10,455,260,13,0.7692307692307693,195
Florida,2019,11,432,201,13,0.8461538461538461,231
Florida,2020,8,478,370,12,0.6666666666666666,108
Florida,2021,6,399,348,13,0.46153846153846156,51
Florida,2022,6,384,375,13,0.46153846153846156,9
Florida,2023,5,341,331,12,0.4166666666666667,10
Florida A&M,2015,1,161,369,11,0.09090909090909091,-208
Florida A&M,2016,4,206,361,11,0.36363636363636365,-155
Florida A&M,2017,3,242,309,11,0.2727272727272727,-67
Florida A&M,2018,6,290,243,11,0.5454545454545454,47
Florida A&M,2019,9,360,301,11,0.8181818181818182,59
Florida A&M,2021,9,333,204,12,0.75,129
Florida A&M,2022,9,281,246,11,0.8181818181818182,35
Florida A&M,2023,12,398,197,13,0.9230769230769231,201
Florida Atlantic,2015,3,270,345,12,0.25,-75
Florida Atlantic,2016,3,317,477,12,0.25,-160
Florida Atlantic,2017,11,568,318,14,0.7857142857142857,250
Florida Atlantic,2018,5,373,380,12,0.4166666666666667,-7
Florida Atlantic,2019,11,510,318,14,0.7857142857142857,192
Florida Atlantic,2020,5,170,157,9,0.5555555555555556,13
Florida Atlantic,2021,5,305,309,12,0.4166666666666667,-4
Florida Atlantic,2022,5,357,319,12,0.4166666666666667,38
Florida Atlantic,2023,4,285,306,12,0.3333333333333333,-21
Florida International,2015,5,306,358,12,0.4166666666666667,-52
Florida International,2016,4,288,418,12,0.3333333333333333,-130
Florida International,2017,8,333,370,13,0.6153846153846154,-37
Florida International,2018,9,450,328,13,0.6923076923076923,122
Florida International,2019,6,344,354,13,0.46153846153846156,-10
Florida International,2020,0,112,162,5,0.0,-50
Florida International,2021,1,244,476,12,0.08333333333333333,-232
Florida International,2022,4,224,447,12,0.3333333333333333,-223
Florida International,2023,4,241,382,12,0.3333333333333333,-141
Florida Memorial University,2022,1,39,120,2,0.5,-81
Florida Memorial University,2023,1,60,79,2,0.5,-19
Florida State,2015,10,412,227,13,0.7692307692307693,185
Florida State,2016,10,456,325,13,0.7692307692307693,131
Florida State,2017,7,362,276,13,0.5384615384615384,86
Florida State,2018,5,263,378,12,0.4166666666666667,-115
Florida State,2019,6,363,362,13,0.46153846153846156,1
Florida State,2020,3,232,324,9,0.3333333333333333,-92
Florida State,2021,5,331,318,12,0.4166666666666667,13
Florida State,2022,10,469,268,13,0.7692307692307693,201
Florida State,2023,13,484,270,14,0.9285714285714286,214
Florida Tech,2015,0,17,28,1,0.0,-11
Florida Tech,2016,1,28,7,1,1.0,21
Fordham,2015,9,442,367,12,0.75,75
Fordham,2016,8,441,331,11,0.7272727272727273,110
Fordham,2017,4,239,384,11,0.36363636363636365,-145
Fordham,2018,2,174,310,11,0.18181818181818182,-136
Fordham,2019,4,300,388,12,0.3333333333333333,-88
Fordham,2020,2,95,59,3,0.6666666666666666,36
Fordham,2021,6,370,351,11,0.5454545454545454,19
Fordham,2022,9,594,434,12,0.75,160
Fordham,2023,6,335,272,11,0.5454545454545454,63
Fort Hays State,2021,5,349,228,11,0.45454545454545453,121
Fort Hays State,2022,3,252,330,11,0.2727272727272727,-78
Fort Hays State,2023,7,366,236,11,0.6363636363636364,130
Fort Lewis,2015,0,14,45,1,0.0,-31
Fort Lewis,2020,0,26,122,2,0.0,-96
Fort Lewis,2021,0,83,590,11,0.0,-507
Fort Lewis,2022,0,82,607,10,0.0,-525
Fort Lewis,2023,0,146,572,11,0.0,-426
Fort Valley State,2017,0,14,31,1,0.0,-17
Fort Valley State,2018,0,7,41,1,0.0,-34
Fort Valley State,2019,0,20,57,1,0.0,-37
Fort Valley State,2020,2,81,39,2,1.0,42
Fort Valley State,2021,5,225,248,10,0.5,-23
Fort Valley State,2022,8,300,227,10,0.8,73
Fort Valley State,2023,7,304,229,10,0.7,75
Framingham State,2022,5,218,185,10,0.5,33
Framingham State,2023,5,190,177,9,0.5555555555555556,13
Franklin,2015,0,14,41,1,0.0,-27
Franklin,2016,0,14,59,1,0.0,-45
Franklin,2017,0,24,43,1,0.0,-19
Franklin,2020,4,216,236,7,0.5714285714285714,-20
Franklin,2022,4,254,305,10,0.4,-51
Franklin,2023,4,295,352,10,0.4,-57
Franklin & Marshall,2022,6,304,193,10,0.6,111
Franklin & Marshall,2023,7,292,204,11,0.6363636363636364,88
Franklin Pierce,2019,0,0,57,1,0.0,-57
Franklin Pierce,2021,0,184,350,10,0.0,-166
Franklin Pierce,2022,2,109,292,10,0.2,-183
Franklin Pierce,2023,4,200,177,10,0.4,23
Fresno State,2015,3,267,457,12,0.25,-190
Fresno State,2016,1,212,371,12,0.08333333333333333,-159
Fresno State,2017,10,380,251,14,0.7142857142857143,129
Fresno State,2018,12,485,198,14,0.8571428571428571,287
Fresno State,2019,4,360,361,12,0.3333333333333333,-1
Fresno State,2020,3,197,180,6,0.5,17
Fresno State,2021,10,434,267,13,0.7692307692307693,167
Fresno State,2022,10,428,272,14,0.7142857142857143,156
Fresno State,2023,9,396,305,13,0.6923076923076923,91
Frostburg State,2020,3,141,73,4,0.75,68
Frostburg State,2021,10,444,180,11,0.9090909090909091,264
Frostburg State,2022,8,303,180,11,0.7272727272727273,123
Frostburg State,2023,7,283,170,11,0.6363636363636364,113
Furman,2015,4,193,318,11,0.36363636363636365,-125
Furman,2016,3,301,298,11,0.2727272727272727,3
Furman,2017,8,424,311,13,0.6153846153846154,113
Furman,2018,6,272,282,10,0.6,-10
Furman,2019,8,435,267,13,0.6153846153846154,168
Furman,2020,3,148,143,7,0.42857142857142855,5
Furman,2021,6,267,259,11,0.5454545454545454,8
Furman,2022,10,430,263,13,0.7692307692307693,167
Furman,2023,10,356,237,13,0.7692307692307693,119
Gallaudet,2022,7,264,301,10,0.7,-37
Gallaudet,2023,4,198,276,9,0.4444444444444444,-78
Gannon,2020,1,72,88,3,0.3333333333333333,-16
Gannon,2021,5,259,320,11,0.45454545454545453,-61
Gannon,2022,8,348,241,11,0.7272727272727273,107
Gannon,2023,5,236,269,11,0.45454545454545453,-33
Gardner-Webb,2015,4,141,227,11,0.36363636363636365,-86
Gardner-Webb,2016,5,276,251,11,0.45454545454545453,25
Gardner-Webb,2017,1,177,311,11,0.09090909090909091,-134
Gardner-Webb,2018,3,221,407,11,0.2727272727272727,-186
Gardner-Webb,2019,3,287,434,12,0.25,-147
Gardner-Webb,2020,2,99,112,4,0.5,-13
Gardner-Webb,2021,4,326,335,11,0.36363636363636365,-9
Gardner-Webb,2022,7,418,377,13,0.5384615384615384,41
Gardner-Webb,2023,7,322,337,12,0.5833333333333334,-15
Geneva,2020,2,79,123,5,0.4,-44
Geneva,2022,3,228,337,10,0.3,-109
Geneva,2023,4,203,308,10,0.4,-105
Georgetown,2015,4,222,296,11,0.36363636363636365,-74
Georgetown,2016,3,166,256,11,0.2727272727272727,-90
Georgetown,2017,1,138,299,11,0.09090909090909091,-161
Georgetown,2018,5,172,232,11,0.45454545454545453,-60
Georgetown,2019,5,266,183,11,0.45454545454545453,83
Georgetown,2021,2,190,306,10,0.2,-116
Georgetown,2022,2,249,401,11,0.18181818181818182,-152
Georgetown,2023,5,283,284,11,0.45454545454545453,-1
Georgia,2015,10,342,220,13,0.7692307692307693,122
Georgia,2016,8,319,312,13,0.6153846153846154,7
Georgia,2017,13,531,246,15,0.8666666666666667,285
Georgia,2018,11,530,269,14,0.7857142857142857,261
Georgia,2019,12,431,176,14,0.8571428571428571,255
Georgia,2020,8,323,200,10,0.8,123
Georgia,2021,14,579,153,15,0.9333333333333333,426
Georgia,2022,15,616,214,15,1.0,402
Georgia,2023,13,562,219,14,0.9285714285714286,343
Georgia Southern,2015,9,474,306,13,0.6923076923076923,168
Georgia Southern,2016,5,319,318,12,0.4166666666666667,1
Georgia Southern,2017,2,250,386,12,0.16666666666666666,-136
Georgia Southern,2018,10,396,280,13,0.7692307692307693,116
Georgia Southern,2019,7,366,366,13,0.5384615384615384,0
Georgia Southern,2020,8,354,270,13,0.6153846153846154,84
Georgia Southern,2021,3,243,377,12,0.25,-134
Georgia Southern,2022,6,425,411,13,0.46153846153846156,14
Georgia Southern,2023,6,392,396,13,0.46153846153846156,-4
Georgia State,2015,6,350,368,13,0.46153846153846156,-18
Georgia State,2016,3,239,319,12,0.25,-80
Georgia State,2017,7,244,297,12,0.5833333333333334,-53
Georgia State,2018,2,286,449,12,0.16666666666666666,-163
Georgia State,2019,7,406,471,13,0.5384615384615384,-65
Georgia State,2020,6,333,317,10,0.6,16
Georgia State,2021,8,366,352,13,0.6153846153846154,14
Georgia State,2022,4,360,374,12,0.3333333333333333,-14
Georgia State,2023,7,354,391,13,0.5384615384615384,-37
Georgia Tech,2015,3,351,309,12,0.25,42
Georgia Tech,2016,9,367,318,13,0.6923076923076923,49
Georgia Tech,2017,5,309,292,11,0.45454545454545453,17
Georgia Tech,2018,7,437,381,13,0.5384615384615384,56
Georgia Tech,2019,3,200,389,12,0.25,-189
Georgia Tech,2020,3,239,368,10,0.3,-129
Georgia Tech,2021,3,288,402,12,0.25,-114
Georgia Tech,2022,5,206,341,12,0.4166666666666667,-135
Georgia Tech,2023,7,404,383,13,0.5384615384615384,21
Gettysburg,2022,1,168,379,10,0.1,-211
Gettysburg,2023,2,229,352,10,0.2,-123
Glenville State,2020,0,48,149,4,0.0,-101
Glenville State,2021,3,210,243,10,0.3,-33
Glenville State,2022,7,331,272,11,0.6363636363636364,59
Glenville State,2023,6,271,243,11,0.5454545454545454,28
Grambling,2015,7,391,312,10,0.7,79
Grambling,2016,12,549,205,13,0.9230769230769231,344
Grambling,2017,11,406,266,13,0.8461538461538461,140
Grambling,2018,6,322,277,11,0.5454545454545454,45
Grambling,2019,6,327,246,11,0.5454545454545454,81
Grambling,2020,0,66,147,4,0.0,-81
Grambling,2021,4,189,304,11,0.36363636363636365,-115
Grambling,2022,3,249,363,11,0.2727272727272727,-114
Grambling,2023,5,316,314,11,0.45454545454545453,2
Grand Valley State University,2021,10,456,223,12,0.8333333333333334,233
Grand Valley State University,2022,12,493,145,13,0.9230769230769231,348
Grand Valley State University,2023,11,569,215,13,0.8461538461538461,354
Greeneville,2018,0,11,20,1,0.0,-9
Greeneville,2020,4,188,88,5,0.8,100
Greeneville,2021,5,366,288,11,0.45454545454545453,78
Greeneville,2022,8,336,197,11,0.7272727272727273,139
Greeneville,2023,6,270,262,11,0.5454545454545454,8
Greensboro College,2020,1,58,121,3,0.3333333333333333,-63
Greensboro College,2022,2,202,418,10,0.2,-216
Greensboro College,2023,2,197,349,10,0.2,-152
Greenville,2020,1,59,123,4,0.25,-64
Greenville,2022,7,363,249,10,0.7,114
Greenville,2023,5,328,225,10,0.5,103
Grinnell,2022,2,75,311,8,0.25,-236
Grinnell,2023,2,138,410,10,0.2,-272
Grove City College,2020,2,95,76,4,0.5,19
Grove City College,2022,7,403,168,10,0.7,235
Grove City College,2023,11,399,183,12,0.9166666666666666,216
Guilford College,2017,0,42,98,2,0.0,-56
Guilford College,2018,0,61,91,1,0.0,-30
Guilford College,2020,0,30,175,4,0.0,-145
Guilford College,2022,1,206,384,10,0.1,-178
Guilford College,2023,2,197,382,10,0.2,-185
Gustavus Adolphus,2022,6,362,185,9,0.6666666666666666,177
Gustavus Adolphus,2023,6,359,257,10,0.6,102
Hamilton,2022,2,139,292,9,0.2222222222222222,-153
Hamilton,2023,3,159,224,9,0.3333333333333333,-65
Hamline University,2022,2,189,350,9,0.2222222222222222,-161
Hamline University,2023,4,252,350,10,0.4,-98
Hampden-Sydney,2020,4,139,61,5,0.8,78
Hampden-Sydney,2022,5,330,305,10,0.5,25
Hampden-Sydney,2023,6,329,267,10,0.6,62
Hampton,2015,6,288,233,11,0.5454545454545454,55
Hampton,2016,5,213,269,11,0.45454545454545453,-56
Hampton,2017,6,236,243,11,0.5454545454545454,-7
Hampton,2018,6,301,266,9,0.6666666666666666,35
Hampton,2019,5,369,373,12,0.4166666666666667,-4
Hampton,2021,5,308,347,11,0.45454545454545453,-39
Hampton,2022,4,220,298,11,0.36363636363636365,-78
Hampton,2023,5,256,389,11,0.45454545454545453,-133
Hanover College,2020,4,190,101,4,1.0,89
Hanover College,2022,5,340,253,10,0.5,87
Hanover College,2023,7,362,178,10,0.7,184
Hardin-Simmons,2020,4,196,64,5,0.8,132
Hardin-Simmons,2022,9,461,171,11,0.8181818181818182,290
Hardin-Simmons,2023,9,357,219,11,0.8181818181818182,138
Harding University,2021,11,522,167,13,0.8461538461538461,355
Harding University,2022,9,401,218,11,0.8181818181818182,183
Harding University,2023,15,703,163,15,1.0,540
Hartwick,2022,2,154,330,10,0.2,-176
Hartwick,2023,1,120,440,10,0.1,-320
Harvard,2015,9,364,130,10,0.9,234
Harvard,2016,7,262,210,10,0.7,52
Harvard,2017,5,220,209,10,0.5,11
Harvard,2018,6,304,218,10,0.6,86
Harvard,2019,4,296,228,10,0.4,68
Harvard,2021,8,324,149,10,0.8,175
Harvard,2022,6,269,236,10,0.6,33
Harvard,2023,8,318,202,10,0.8,116
Hawai'i,2015,3,229,463,13,0.23076923076923078,-234
Hawai'i,2016,7,396,522,14,0.5,-126
Hawai'i,2017,3,273,407,12,0.25,-134
Hawai'i,2018,8,431,491,14,0.5714285714285714,-60
Hawai'i,2019,10,508,478,15,0.6666666666666666,30
Hawai'i,2020,5,236,248,9,0.5555555555555556,-12
Hawai'i,2021,6,374,408,13,0.46153846153846156,-34
Hawai'i,2022,3,257,451,13,0.23076923076923078,-194
Hawai'i,2023,5,278,419,13,0.38461538461538464,-141
Heidelberg,2020,4,190,78,4,1.0,112
Heidelberg,2022,7,307,162,10,0.7,145
Heidelberg,2023,6,276,241,10,0.6,35
Henderson State,2021,9,446,287,11,0.8181818181818182,159
Henderson State,2022,8,363,287,11,0.7272727272727273,76
Henderson State,2023,9,419,266,12,0.75,153
Hendrix College,2020,3,119,82,4,0.75,37
Hendrix College,2022,3,183,332,10,0.3,-149
Hendrix College,2023,3,294,403,10,0.3,-109
Hilbert College,2022,0,71,377,7,0.0,-306
Hilbert College,2023,0,76,411,8,0.0,-335
Hillsdale,2020,2,97,122,4,0.5,-25
Hillsdale,2021,6,264,261,11,0.5454545454545454,3
Hillsdale,2022,5,258,267,11,0.45454545454545453,-9
Hillsdale,2023,6,330,294,11,0.5454545454545454,36
Hiram College,2022,3,260,369,10,0.3,-109
Hiram College,2023,1,154,432,10,0.1,-278
Hobart College,2022,7,295,128,10,0.7,167
Hobart College,2023,8,312,148,10,0.8,164
Holy Cross,2015,6,351,249,11,0.5454545454545454,102
Holy Cross,2016,4,259,355,11,0.36363636363636365,-96
Holy Cross,2017,4,254,279,11,0.36363636363636365,-25
Holy Cross,2018,5,268,286,11,0.45454545454545453,-18
Holy Cross,2019,7,297,316,13,0.5384615384615384,-19
Holy Cross,2020,3,90,68,4,0.75,22
Holy Cross,2021,10,419,240,13,0.7692307692307693,179
Holy Cross,2022,12,486,279,13,0.9230769230769231,207
Holy Cross,2023,7,406,283,11,0.6363636363636364,123
Hope College,2022,6,318,219,10,0.6,99
Hope College,2023,8,360,232,10,0.8,128
Houston,2015,13,566,290,14,0.9285714285714286,276
Houston,2016,9,466,305,13,0.6923076923076923,161
Houston,2017,7,339,286,12,0.5833333333333334,53
Houston,2018,8,571,483,13,0.6153846153846154,88
Houston,2019,4,368,408,12,0.3333333333333333,-40
Houston,2020,3,240,256,8,0.375,-16
Houston,2021,12,502,286,14,0.8571428571428571,216
Houston,2022,8,469,418,13,0.6153846153846154,51
Houston,2023,4,284,378,12,0.3333333333333333,-94
Houston Christian,2015,1,157,396,10,0.1,-239
Houston Christian,2016,4,207,383,11,0.36363636363636365,-176
Houston Christian,2017,1,150,307,11,0.09090909090909091,-157
Houston Christian,2018,1,301,481,11,0.09090909090909091,-180
Houston Christian,2019,5,429,441,12,0.4166666666666667,-12
Houston Christian,2020,1,135,188,4,0.25,-53
Houston Christian,2021,0,191,459,11,0.0,-268
Houston Christian,2022,2,198,405,11,0.18181818181818182,-207
Houston Christian,2023,6,262,278,11,0.5454545454545454,-16
Howard,2015,1,169,408,11,0.09090909090909091,-239
Howard,2016,2,208,383,11,0.18181818181818182,-175
Howard,2017,7,329,310,11,0.6363636363636364,19
Howard,2018,4,336,341,10,0.4,-5
Howard,2019,2,199,539,12,0.16666666666666666,-340
Howard,2020,0,38,54,2,0.0,-16
Howard,2021,3,260,328,11,0.2727272727272727,-68
Howard,2022,5,311,279,11,0.45454545454545453,32
Howard,2023,6,342,285,12,0.5,57
Howard Payne,2020,2,146,155,5,0.4,-9
Howard Payne,2022,7,398,270,10,0.7,128
Howard Payne,2023,6,344,232,10,0.6,112
Huntingdon College (AL),2020,2,45,58,3,0.6666666666666666,-13
Huntingdon College (AL),2022,9,403,259,11,0.8181818181818182,144
Huntingdon College (AL),2023,8,322,179,10,0.8,143
Husson,2022,5,177,233,10,0.5,-56
Husson,2023,7,345,236,10,0.7,109
Idaho,2015,4,364,505,12,0.3333333333333333,-141
Idaho,2016,9,400,407,13,0.6923076923076923,-7
Idaho,2017,4,251,309,12,0.3333333333333333,-58
Idaho,2018,4,274,412,11,0.36363636363636365,-138
Idaho,2019,5,308,406,12,0.4166666666666667,-98
Idaho,2020,2,140,161,6,0.3333333333333333,-21
Idaho,2021,4,279,347,11,0.36363636363636365,-68
Idaho,2022,7,431,305,12,0.5833333333333334,126
Idaho,2023,9,420,287,13,0.6923076923076923,133
Idaho State,2015,2,242,450,11,0.18181818181818182,-208
Idaho State,2016,1,220,448,10,0.1,-228
Idaho State,2017,4,309,391,11,0.36363636363636365,-82
Idaho State,2018,6,388,363,11,0.5454545454545454,25
Idaho State,2019,3,270,418,12,0.25,-148
Idaho State,2020,2,155,192,6,0.3333333333333333,-37
Idaho State,2021,1,168,375,11,0.09090909090909091,-207
Idaho State,2022,1,151,402,11,0.09090909090909091,-251
Idaho State,2023,3,280,437,11,0.2727272727272727,-157
Illinois,2015,5,272,279,12,0.4166666666666667,-7
Illinois,2016,3,236,383,12,0.25,-147
Illinois,2017,2,185,378,12,0.16666666666666666,-193
Illinois,2018,4,312,473,12,0.3333333333333333,-161
Illinois,2019,6,347,340,13,0.46153846153846156,7
Illinois,2020,2,161,279,8,0.25,-118
Illinois,2021,5,242,263,12,0.4166666666666667,-21
Illinois,2022,8,315,166,13,0.6153846153846154,149
Illinois,2023,5,294,353,12,0.4166666666666667,-59
Illinois College,2020,0,14,21,1,0.0,-7
Illinois College,2022,5,270,211,9,0.5555555555555556,59
Illinois College,2023,9,520,192,11,0.8181818181818182,328
Illinois State,2015,10,451,276,13,0.7692307692307693,175
Illinois State,2016,6,312,262,12,0.5,50
Illinois State,2017,6,287,213,11,0.5454545454545454,74
Illinois State,2018,6,350,220,11,0.5454545454545454,130
Illinois State,2019,10,297,240,15,0.6666666666666666,57
Illinois State,2020,1,69,86,4,0.25,-17
Illinois State,2021,4,202,246,11,0.36363636363636365,-44
Illinois State,2022,6,190,224,11,0.5454545454545454,-34
Illinois State,2023,6,349,213,11,0.5454545454545454,136
Illinois Wesleyan,2020,2,82,45,3,0.6666666666666666,37
Illinois Wesleyan,2022,5,230,276,10,0.5,-46
Illinois Wesleyan,2023,3,248,377,10,0.3,-129
Incarnate Word,2015,5,181,263,10,0.5,-82
Incarnate Word,2016,3,290,415,11,0.2727272727272727,-125
Incarnate Word,2017,1,232,525,11,0.09090909090909091,-293
Incarnate Word,2018,6,357,375,11,0.5454545454545454,-18
Incarnate Word,2019,5,358,417,12,0.4166666666666667,-59
Incarnate Word,2020,3,252,251,6,0.5,1
Incarnate Word,2021,10,513,350,13,0.7692307692307693,163
Incarnate Word,2022,12,721,346,14,0.8571428571428571,375
Incarnate Word,2023,9,337,195,11,0.8181818181818182,142
Indiana,2015,6,475,489,13,0.46153846153846156,-14
Indiana,2016,6,335,354,13,0.46153846153846156,-19
Indiana,2017,5,322,304,12,0.4166666666666667,18
Indiana,2018,5,317,359,12,0.4166666666666667,-42
Indiana,2019,8,413,317,13,0.6153846153846154,96
Indiana,2020,6,231,162,8,0.75,69
Indiana,2021,2,207,399,12,0.16666666666666666,-192
Indiana,2022,4,279,407,12,0.3333333333333333,-128
Indiana,2023,3,266,359,12,0.25,-93
Indiana State,2015,5,305,346,11,0.45454545454545453,-41
Indiana State,2016,4,274,359,11,0.36363636363636365,-85
Indiana State,2017,0,158,494,11,0.0,-336
Indiana State,2018,7,349,310,11,0.6363636363636364,39
Indiana State,2019,5,235,274,12,0.4166666666666667,-39
Indiana State,2021,5,175,330,11,0.45454545454545453,-155
Indiana State,2022,2,176,360,11,0.18181818181818182,-184
Indiana State,2023,1,148,330,11,0.09090909090909091,-182
Indiana Wesleyan,2019,0,27,30,1,0.0,-3
Indiana Wesleyan,2021,1,28,10,1,1.0,18
Indiana Wesleyan,2022,0,17,20,1,0.0,-3
Indiana Wesleyan,2023,1,24,22,1,1.0,2
Indiana-Pennsylvania,2021,7,352,227,10,0.7,125
Indiana-Pennsylvania,2022,10,379,237,12,0.8333333333333334,142
Indiana-Pennsylvania,2023,6,289,217,11,0.5454545454545454,72
Indianapolis,2020,2,89,23,2,1.0,66
Indianapolis,2021,7,412,222,11,0.6363636363636364,190
Indianapolis,2022,9,394,253,11,0.8181818181818182,141
Indianapolis,2023,9,348,164,11,0.8181818181818182,184
Iowa,2015,12,433,285,14,0.8571428571428571,148
Iowa,2016,8,324,245,13,0.6153846153846154,79
Iowa,2017,8,367,259,13,0.6153846153846154,108
Iowa,2018,9,405,231,13,0.6923076923076923,174
Iowa,2019,10,335,182,13,0.7692307692307693,153
Iowa,2020,6,254,128,8,0.75,126
Iowa,2021,10,328,269,14,0.7142857142857143,59
Iowa,2022,8,230,173,13,0.6153846153846154,57
Iowa,2023,10,216,207,14,0.7142857142857143,9
Iowa State,2015,3,300,392,12,0.25,-92
Iowa State,2016,3,332,376,12,0.25,-44
Iowa State,2017,8,380,272,13,0.6153846153846154,108
Iowa State,2018,8,348,298,13,0.6153846153846154,50
Iowa State,2019,7,418,337,13,0.5384615384615384,81
Iowa State,2020,9,395,257,12,0.75,138
Iowa State,2021,7,407,267,13,0.5384615384615384,140
Iowa State,2022,4,242,243,12,0.3333333333333333,-1
Iowa State,2023,7,341,296,13,0.5384615384615384,45
Iowa Wesleyan,2020,1,73,62,3,0.3333333333333333,11
Iowa Wesleyan,2021,0,27,59,1,0.0,-32
Iowa Wesleyan,2022,2,96,6,2,1.0,90
Ithaca College,2022,12,484,187,13,0.9230769230769231,297
Ithaca College,2023,9,306,199,12,0.75,107
Jackson State,2015,2,218,348,10,0.2,-130
Jackson State,2016,3,203,317,11,0.2727272727272727,-114
Jackson State,2017,3,140,284,11,0.2727272727272727,-144
Jackson State,2018,5,165,245,10,0.5,-80
Jackson State,2019,4,313,429,12,0.3333333333333333,-116
Jackson State,2020,4,216,156,7,0.5714285714285714,60
Jackson State,2021,11,358,193,13,0.8461538461538461,165
Jackson State,2022,12,490,176,13,0.9230769230769231,314
Jackson State,2023,7,300,263,11,0.6363636363636364,37
Jacksonville,2015,9,335,210,11,0.8181818181818182,125
Jacksonville,2016,5,326,333,10,0.5,-7
Jacksonville,2017,7,324,385,11,0.6363636363636364,-61
Jacksonville,2018,2,284,387,10,0.2,-103
Jacksonville,2019,3,298,427,12,0.25,-129
Jacksonville State,2015,13,584,299,15,0.8666666666666667,285
Jacksonville State,2016,10,371,219,12,0.8333333333333334,152
Jacksonville State,2017,10,346,180,12,0.8333333333333334,166
Jacksonville State,2018,9,520,323,13,0.6923076923076923,197
Jacksonville State,2019,6,328,331,12,0.5,-3
Jacksonville State,2020,10,369,229,13,0.7692307692307693,140
Jacksonville State,2021,5,242,312,11,0.45454545454545453,-70
Jacksonville State,2022,9,398,252,11,0.8181818181818182,146
Jacksonville State,2023,9,392,275,13,0.6923076923076923,117
James Madison,2015,9,531,344,12,0.75,187
James Madison,2016,14,700,318,15,0.9333333333333333,382
James Madison,2017,14,516,167,15,0.9333333333333333,349
James Madison,2018,9,441,190,13,0.6923076923076923,251
James Madison,2019,14,640,251,16,0.875,389
James Madison,2020,7,269,132,8,0.875,137
James Madison,2021,12,536,216,14,0.8571428571428571,320
James Madison,2022,8,407,230,11,0.7272727272727273,177
James Madison,2023,11,443,253,13,0.8461538461538461,190
John Carroll University,2020,2,89,79,3,0.6666666666666666,10
John Carroll University,2022,8,380,131,10,0.8,249
John Carroll University,2023,8,377,191,10,0.8,186
Johns Hopkins University,2022,9,454,149,10,0.9,305
Johns Hopkins University,2023,12,532,261,13,0.9230769230769231,271
Johnson C Smith,2016,0,0,59,1,0.0,-59
Johnson C Smith,2017,0,0,41,1,0.0,-41
Johnson C Smith,2021,1,117,241,8,0.125,-124
Johnson C Smith,2022,2,227,231,10,0.2,-4
Johnson C Smith,2023,7,240,162,10,0.7,78
Juniata College,2022,0,95,530,10,0.0,-435
Juniata College,2023,1,150,438,10,0.1,-288
Kalamazoo,2020,0,14,68,2,0.0,-54
Kalamazoo,2022,3,210,373,10,0.3,-163
Kalamazoo,2023,5,297,341,10,0.5,-44
Kansas,2015,0,183,553,12,0.0,-370
Kansas,2016,2,243,448,12,0.16666666666666666,-205
Kansas,2017,1,224,521,12,0.08333333333333333,-297
Kansas,2018,3,286,360,12,0.25,-74
Kansas,2019,3,282,433,12,0.25,-151
Kansas,2020,0,142,414,9,0.0,-272
Kansas,2021,2,249,506,12,0.16666666666666666,-257
Kansas,2022,6,463,461,13,0.46153846153846156,2
Kansas,2023,9,452,345,13,0.6923076923076923,107
Kansas State,2015,6,389,409,13,0.46153846153846156,-20
Kansas State,2016,9,419,290,13,0.6923076923076923,129
Kansas State,2017,8,420,327,13,0.6153846153846154,93
Kansas State,2018,5,270,305,12,0.4166666666666667,-35
Kansas State,2019,8,385,278,13,0.6153846153846154,107
Kansas State,2020,4,266,322,10,0.4,-56
Kansas State,2021,8,358,273,13,0.6153846153846154,85
Kansas State,2022,10,452,306,14,0.7142857142857143,146
Kansas State,2023,9,482,273,13,0.6923076923076923,209
Kean,2020,0,12,41,1,0.0,-29
Kean,2022,3,150,181,10,0.3,-31
Kean,2023,0,122,274,10,0.0,-152
Keiser University,2022,0,32,99,3,0.0,-67
Keiser University,2023,0,39,66,2,0.0,-27
Kennesaw State,2015,6,318,233,11,0.5454545454545454,85
Kennesaw State,2016,8,428,239,11,0.7272727272727273,189
Kennesaw State,2017,12,421,217,14,0.8571428571428571,204
Kennesaw State,2018,11,565,200,13,0.8461538461538461,365
Kennesaw State,2019,11,530,262,14,0.7857142857142857,268
Kennesaw State,2020,4,148,91,5,0.8,57
Kennesaw State,2021,11,427,253,13,0.8461538461538461,174
Kennesaw State,2022,5,302,385,11,0.45454545454545453,-83
Kennesaw State,2023,3,235,161,9,0.3333333333333333,74
Kent State,2015,3,157,313,12,0.25,-156
Kent State,2016,3,247,344,12,0.25,-97
Kent State,2017,2,153,421,12,0.16666666666666666,-268
Kent State,2018,2,287,440,12,0.16666666666666666,-153
Kent State,2019,7,380,414,13,0.5384615384615384,-34
Kent State,2020,3,199,152,4,0.75,47
Kent State,2021,7,462,508,14,0.5,-46
